PaisAccidente,OperadorAerolinea,Fecha,LugarAccidente,TipoAeronave
 Pennsylvania,US Aerial Mail Service,1924-03-07,Grampian- Pennsylvania,De Havilland DH-4
,US Aerial Mail Service,1924-08-01,United States,De Havilland DH-4
 Indiana,US Aerial Mail Service,1924-12-21,Goshen- Indiana,De Havilland DH-4
 Ohio,US Aerial Mail Service,1925-10-01,Mt. Nittany- Ohio,De Havilland DH-4
 Ohio,US Aerial Mail Service,1926-02-12,Montpelier- Ohio,Curtiss Carrier Pigeon
 Indiana,US Aerial Mail Service,1927-04-22,Goshen- Indiana,Douglas M-4
 North Carolina,US Air Express/Air Midwest,2003-01-08,Charlotte- North Carolina,Beech BE-1900D
 New York,US Airlines,1952-04-05,New York- New York,Curtiss C-46F-1-CU
 New York,US Airways,2009-01-15,New York- New York,Airbus A320-214
 Massachusetts,US Airways Express,2003-08-26,Off Hyannis- Massachusetts,Beechcraft 1900D
 Mexico,USA Jet Airlines,2008-07-06,Saltillo- Mexico,Douglas DC9-15F
 New York,USAir,1989-09-20,La Guardia Airport- New York- New York,Boeing B-737-401
 New York,USAir,1992-03-22,La Guardia Airport- New York- New York,Fokker F-28 Fellowship 4000
 North Carolina,USAir,1994-07-02,Charlotte- North Carolina,McDonnell Douglas DC-9-30
 Pennsylvania,USAir,1994-09-08,Near Aliquippa- Pennsylvania,Boeing B-737-3B7
 Los Angeles,USAir / Skywest Airlines,1991-02-01,LAX- Los Angeles- California,Boeing B-737-300 / Swearingen SA-227AC
 Nepal,US-Bangla Airlines,2018-03-12,Kathmandu- Nepal,de Havilland Canada DHC-8-402Q Dash 8
 Mississipi,USMC,2017-07-10,Near Itta Bena- Mississipi,Lockheed KC-130T Hercules
 France,UTA,1953-02-07,Bordeaux- France,Douglas C-54A-5-DC
 Russia,UTAir,2012-04-02,Tyumen- Russia,ATR 72-201
 Russia,UTAir Airlines,2007-03-17,Samara- Russia,Tuolev 134AK
 Uzbekistan,Uzbekistan Airways,1999-08-26,Turtkul- Uzbekistan,Yakovlev YAK-40
 Uzbekistan,Uzbekistan Airways,2004-01-13,Tashkent- Uzbekistan,Yakovlev YAK-40
 QLD,Uzu Air,1999-01-16,Coconut Island- QLD- Australia,Britten Norman BN-2A-26
 Curacao,Valley Air Service,1977-12-24,Willemstad- Curacao- Netherlands Antilles,Piper PA-31-350 Navajo
 Miami,ValuJet,1996-05-11,Everglades- Miami- Florida,McDonnell Douglas DC-9-32
 Vanuatu,Vanair,1991-07-25,Espiritu Santos- Vanuatu,Britten-Norman BN-2A-6 Islander
 Vanuatu,Vanair,1999-05-08,Off Port Vila- Vanuatu,de Havilland Canada DHC-6 Twin Otter 300
 Brazil,Varig,1944-06-20,Porto Alegre- Brazil,Lockheed 10C Electra
 Brazil,Varig,1949-08-02,Jaquirana- Brazil,Curtiss C-46D-10-CU
 Brazil,Varig,1954-06-04,Sao Paulo- Brazil,Curtiss C-46A
 Brazil,Varig,1957-04-07,Bage- Brazil,Curtiss C-46A-45-CU
 Brazil,Varig,1957-10-18,Porto Alegre- Brazil,Douglas C-47A
 Peru,Varig,1962-11-27,Lima- Peru,Boeing B-707-441
 Brazil,Varig,1962-12-22,Near Brasilia- Brazil,Convair CV-240-2
 Brazil,Varig,1963-07-01,Passo Fundo- Brazil,Douglas DC-3
 Liberia,Varig,1967-03-05,Monrovia- Liberia,McDonnell Douglas DC-8-33
 Brazil,Varig,1968-07-15,Gravata- Brazil,Curtiss C-46C
 Brazil,Varig,1973-06-09,Rio de Janeiro- Brazil,Boeing 707-327C
 Orly Airport,Varig,1973-07-11,Paris- Orly Airport- France,Boeing B-707-345C
 Brazil,Varig,1975-06-17,Pedro Alfonso- Brazil,Hawker Siddeley HS-748-235 Srs. 2A
 Japan,Varig,1979-01-30,125 miles ENE of Tokyo- Japan,Boeing B-707-326C
 Ivory Coast,Varig,1987-01-03,Abidjan- Ivory Coast,Boeing B-707-379C
 Brazil,Varig,1989-09-03,Near Sao Jose do Xingu- Brazil,Boeing B-737-241
 Brazil,Varig,1997-02-14,Carajas- Brazil,Boeing B-737-2C3
 Idaho,Varney Air Lines,1927-04-15,King Hill- Idaho,Swallow Swallow
 Oregon,Varney Air Lines,1929-01-18,Cove- Oregon,Stearman C-38
 Washington,Varney Air Lines,1929-11-30,Vancouver- Washington,Stearman M-2 Speedmail
 Washington,Varney Air Lines,1931-01-22,Bluff Mountain- Washington,Boeing 40
 Washington,Varney Air Lines,1931-11-26,Pasco- Washington,Boeing 40
 Oregon,Varney Air Lines,1932-05-30,Portland- Oregon,Boeing 40
 Colorado,Varney Air Lines,1935-05-01,Near Walsenberg- Colorado,Lockheed Vega
 Colorado,Varney Air Lines,1936-09-28,Walsenberg- Colorado,Lockheed 5 Vega
 California,Varney Airlines,1933-03-25,Hayward- California,Lockheed Orion 9
 Brazil,VASP,1940-11-08,Rio de Janeiro- Brazil,Junkers Ju53/2m
 Brazil,VASP,1943-08-27,Rio de Janeiro- Brazil,Junkers JU-52/3m
 Brazil,VASP,1950-12-13,Londrina- Brazil,Douglas DC-3
 Brazil,VASP,1950-12-14,Ribeirao- Brazil,Douglas DC-3
 Brazil,VASP,1951-05-18,Rancharia- Brazil,Douglas DC-3
 Brazil,VASP,1951-09-08,Sao Paulo- Brazil,Douglas DC-3
 Brazil,VASP,1952-05-13,Sao Paulo- Brazil,Douglas DC-3
 Brazil,VASP,1958-12-30,Rio de Janeiro- Brazil,Saab Scandia
 Brazil,VASP,1959-09-23,Sao Paulo- Brazil,Saab Scandia 90A-1
 Brazil,VASP,1959-12-22,Rio de Janeiro- Brazil,Vickers Viscount 827 / Fokker T-21
 Brazil,VASP,1964-05-27,Itapecerica da Serra- Brazil,Douglas C-47-DL (DC-3)
 Brazil,VASP,1964-09-04,Pico da Caledonia- Brazil,Vickers Viscount 710C
